headline,url,datePublished
"Мацут за кинеску државну телевизију: Србија заиста осећа да је Кина одувек чврсто била на њеној страни, захвални смо на томе",https://www.rts.rs/vesti/politika/5832540/macut-za-kinesku-drzavnu-televiziju-srbija-zaista-oseca-da-je-kina-oduvek-cvrsto-bila-na-njenoj-strani-zahvalni-smo-na-tome.html,"петак, 21. нов 2025, 19:46 -> 19:46"
У Приштини потврђени резултати избора за одборнике локалних скупштина на КиМ,https://www.rts.rs/vesti/politika/5832505/izbori-na-kim-cik-pristina.html,"петак, 21. нов 2025, 17:19 -> 17:27"
Предизборна кампања на КиМ од 17. до 28. децембра,https://www.rts.rs/vesti/politika/5832503/ibori-na-kim-kampanja.html,"петак, 21. нов 2025, 17:18 -> 17:24"
"Приштина, оптужница за наводно учешће у нередима у Звечану 2023. године",https://www.rts.rs/vesti/politika/5832500/zvecani-neredi-2023-pristina-optuznica.html,"петак, 21. нов 2025, 17:16 -> 17:22"
"Вучић: Никад нисам носио снајпер, нити сам чуо за ",https://www.rts.rs/vesti/politika/5832476/vucic-nikad-nisam-nosio-snajper-niti-sam-cuo-za-safari-angazovacu-najbolje-svetske-advokate.html,"петак, 21. нов 2025, 16:26 -> 18:30"
"Брнабић: Мариника Тепић изнела гомилу неистина, циљ да се Вучићу забрани политичко деловање",https://www.rts.rs/vesti/politika/5832453/marinika-tepic-ana-brnabic.html,"петак, 21. нов 2025, 15:51 -> 16:13"
Мариника Тепић: ССП захтева истрагу против председника Вучића,https://www.rts.rs/vesti/politika/5832397/marinika-tepic-optuzbe-aleksandar-vucic.html,"петак, 21. нов 2025, 15:17 -> 16:20"
Брнабић: У уторак почиње седница о буџету и другим законима важним за грађане,https://www.rts.rs/vesti/politika/5832280/ana-brnabic-sednica-budzet.html,"петак, 21. нов 2025, 14:11 -> 18:40"
Коалиција ,https://www.rts.rs/vesti/politika/5832046/koalicija-nis-moj-grad-zabrinutost-za-studenu-o-rudarenju-u-blizini-vodoizvorista-treba-da-se-odluci-na-lokalu.html,"петак, 21. нов 2025, 11:23 -> 11:51"
"МСП: Циљ ширења дезинформација о Вучићу нарушавање угледа Србије, Ђурић најавио тужбе",https://www.rts.rs/vesti/politika/5832013/msp-cilj-sirenja-dezinformacija-o-vucicu-narusavanje-ugleda-srbije-djuric-najavio-tuzbe.html,"петак, 21. нов 2025, 11:12 -> 14:21"
Мацут у Тирани: Инсистирао сам на отварању Кластера 3 и преосталих поглаваља,https://www.rts.rs/vesti/politika/5831952/tirana-djuro-macut-edi-rama-samit-zapadni-balkan.html,"петак, 21. нов 2025, 09:56 -> 18:42"
"Изборна реприза на Косову и Метохији, може ли Српска листа да помери језичак на ваги",https://www.rts.rs/vesti/politika/5831748/izborna-repriza-na-kosovu-i-metohiji-moze-li-srpska-lista-da-pomeri-jezicak-na-vagi.html,"четвртак, 20. нов 2025, 20:00 -> 20:16"
 Влада Србије усвојила Предлог закона о управљању отпадом,https://www.rts.rs/vesti/politika/5831719/-vlada-srbije-usvojila-predlog-zakona-o-upravljanju-otpadom.html,"четвртак, 20. нов 2025, 17:31 -> 17:43"
Договорено формирање Радне групе за израду Нацрта Закона родитељ - неговатељ,https://www.rts.rs/vesti/politika/5831575/dogovoreno-formiranje-radne-grupe-za-izradu-nacrta-zakona-roditelj---negovatelj.html,"четвртак, 20. нов 2025, 15:40 -> 15:57"
Одбор за финансије Скупштине Србије прихватио предлоге више од 20 закона,https://www.rts.rs/vesti/politika/5831518/odbor-za-finansije-skupstine-srbije-predlog-zakona.html,"четвртак, 20. нов 2025, 13:41 -> 14:06"
,https://www.rts.rs/vesti/politika/5831488/kojim-tokom-ide-tok-protest-studenata-pravnog-ispred-tuzilastva-za-organizovani-kriminal.html,"четвртак, 20. нов 2025, 13:31 -> 07:41"
Вјоса Османи распустила скупштину и расписала ванредне парламентарне изборе,https://www.rts.rs/vesti/politika/5831363/vjosa-osmani-raspustila-skupstinu-pristina-kosovo-metohija.html,"четвртак, 20. нов 2025, 12:11 -> 16:46"
"Вучић: Знам за три партнера са којима Руси преговарају о НИС-у, не можемо да инсистирамо на праву прече куповине",https://www.rts.rs/vesti/politika/5831202/aleksandar-vucic-sankcije-nis-u-kupovina-prodaja-rusi-treca-strana.html,"четвртак, 20. нов 2025, 10:50 -> 19:33"
"Преминуо Бранислав Ивковић, некадашњи министар и функционер СПС-а",https://www.rts.rs/vesti/politika/5831043/preminuo-branislav-ivkovic.html,"четвртак, 20. нов 2025, 09:09 -> 11:41"
"Позитиван корак ка решењу за НИС – Руси спремни да продају удео, САД упозоравају на могуће секундарне санкције",https://www.rts.rs/vesti/ekonomija/5830882/sankcije-nis-rusija-amerika-srbija.html,"четвртак, 20. нов 2025, 05:55 -> 11:33"
Ђурић: Због тешких глобалних околности у ЕУ појачан замах за проширење на наш регион,https://www.rts.rs/vesti/politika/5830898/djuric-zbog-teskih-globalnih-okolnosti-u-eu-pojacan-zamah-za-prosirenje-na-nas-region.html,"среда, 19. нов 2025, 21:49 -> 22:37"
Иницијатива Еколошког устанка да се одржи референдум о будућности зграде Генералштаба,https://www.rts.rs/vesti/politika/5830835/inicijativa-ekoloskog-ustanka-da-se-odrzi-referendum-o-buducnosti-zgrade-generalstaba.html,"среда, 19. нов 2025, 17:16 -> 18:03"
Хрка и Јаћимовић настављају протесте испред Скупштине Србије у Београду и Бановине у Новом Саду,https://www.rts.rs/vesti/politika/5830791/hrka-i-jacimovic-nastavljaju-proteste-ispred-skupstine-srbije-u-beogradu-i-banovine-u-novom-sadu.html,"среда, 19. нов 2025, 15:43 -> 17:18"
Неуспео и други покушај избора нове централне владе у Приштини,https://www.rts.rs/vesti/politika/5830784/gljauka-konjfuce-pristina-vlada-kim.html,"среда, 19. нов 2025, 15:41 -> 19:10"
Ђурић: Србија не сме да заостаје за земљама у окружењу у процесу евроинтеграција,https://www.rts.rs/vesti/politika/5830766/djuric-srbija-ne-sme-da-zaostaje-za-zemljama-u-okruzenju-u-procesu-evrointegracija.html,"среда, 19. нов 2025, 15:27 -> 19:01"
Посланици Самоопредељења одржавају седницу парламента без кворума,https://www.rts.rs/vesti/politika/5830436/pristina-skupstina-kvorum.html,"среда, 19. нов 2025, 11:49 -> 12:59"
Мацут: Србија жели да дефинише нови инвестиционо-реформски циклус са Светском банком,https://www.rts.rs/vesti/politika/5830429/macut-srbija-zeli-da-definise-novi-investiciono-reformski-ciklus-sa-svetskom-bankom.html,"среда, 19. нов 2025, 11:46 -> 11:52"
"Продужен притвор Весељију, Сељимију и Краснићију",https://www.rts.rs/vesti/politika/5830308/pritvor-produzen-veselji-seljimi-krasnici-tzv-ovk.html,"среда, 19. нов 2025, 10:21 -> 10:30"
Вучић: ОЕБС и даље представља најзначајнију безбедносну платформу за дијалог,https://www.rts.rs/vesti/politika/5830304/vucic-oebs-i-dalje-predstavlja-najznacajniju-bezbednosnu-platformu-za-dijalog.html,"среда, 19. нов 2025, 10:15 -> 10:28"
НИС поднео нови захтев Министарству финансија САД за издавање посебне дозволе за рад ,https://www.rts.rs/vesti/ekonomija/5830129/nis-sankcije-42-dan-nafta-gas-bajatovic-direktor-tjurdenjev-pismo-zahtev-licenca.html,"среда, 19. нов 2025, 05:50 -> 14:28"
Брнабић: Чланови Савета РЕМ-а показали одговорност и нису поднели оставке,https://www.rts.rs/vesti/politika/5830078/ana-branbic-prosirenje-eu-brisel.html,"уторак, 18. нов 2025, 18:55 -> 20:57"
Вадефул у Приштини: Важно је да у дијалогу са Београдом дође до опипљивог напретка,https://www.rts.rs/vesti/politika/5830059/vadeful-u-pristini-vazno-je-da-u-dijalogu-sa-beogradom-dodje-do-opipljivog-napretka.html,"уторак, 18. нов 2025, 17:06 -> 17:17"
"Миломир Јаћимовић прекинуо штрајк глађу, остаје испред Бановине",https://www.rts.rs/vesti/politika/5829994/milomir-jacimovic-prekinuo-strajk-gladju-deveti-dan.html,"уторак, 18. нов 2025, 15:41 -> 20:48"
Мацут с Јурићем о проблемима вршњачког и дигиталног насиља и о систему ,https://www.rts.rs/vesti/politika/5829533/macut-juricem-vrsnjacko-digitalno-nasilje-pronadji-me.html,"уторак, 18. нов 2025, 11:41 -> 12:01"
 Ђурић: Влада настоји да отвори дијалог и смањи тензије; Вадефул: Мирна окупљања морају да буду омогућена,https://www.rts.rs/vesti/politika/5829370/-djuric-vlada-nastoji-da-otvori-dijalog-i-smanji-tenzije-vadeful-mirna-okupljanja-moraju-da-budu-omogucena.html,"уторак, 18. нов 2025, 10:36 -> 13:09"
"НИС под санкцијама, 41. дан – САД и даље инсистирају на потпуном изласку Русије из власништва",https://www.rts.rs/vesti/ekonomija/5828506/sankcije-nis-srbija-amerika-rusija-gas-nafta-.html,"уторак, 18. нов 2025, 05:58 -> 06:00"
Домети студентских протеста – Поповић: Открили су информације o реконструкцији пруге; Антић: Изабрали су недемократски модел,https://www.rts.rs/vesti/politika/5829168/godinu-dana-protest-studenti-antic-aleksandar-popovic.html,"понедељак, 17. нов 2025, 21:00 -> 21:43"
Вучић се састао са Вадефулом: Немачка је један од наших најважнијих партнера,https://www.rts.rs/vesti/politika/5829212/vucic-vadeful-nemacka-srbija.html,"понедељак, 17. нов 2025, 20:17 -> 20:58"
Конференција СПС-а поводом три деценије од Дејтона – споразум између мира и ревизије,https://www.rts.rs/vesti/politika/5829187/dejton-sporazum-trideset-godina-decenija-milosevic-tudjman-izetbegovic.html,"понедељак, 17. нов 2025, 20:00 -> 20:44"
Бедри Хамза нови председник Демократске партије у Приштини,https://www.rts.rs/vesti/politika/5829203/kosovo-metohija-demokratska-partija.html,"понедељак, 17. нов 2025, 19:37 -> 19:48"
Скупштински одбор предложио Антонијевића за повереника за заштиту равноправности,https://www.rts.rs/vesti/politika/5829124/antonijevic-milan-poverenik-ravnopravnost-odbor-narodna-skupstina.html,"понедељак, 17. нов 2025, 16:55 -> 17:41"
Мацут: Наредних дана интензиван рад да се енергетска ситуација одржи под контролом ,https://www.rts.rs/vesti/politika/5828791/macut-narednih-dana-intenzivan-rad-da-se-energetska-situacija-odrzi-pod-kontrolom-.html,"понедељак, 17. нов 2025, 13:15 -> 13:37"
Полиција на КиМ привела четири ловца из централне Србије,https://www.rts.rs/vesti/politika/5828607/policija-na-kim-privela-cetiri-lovca-iz-centralne-srbije.html,"понедељак, 17. нов 2025, 12:07 -> 19:29"
Полиција одгурала грађане који су покушали да спрече уклањање аутобуса; Јаћимовићев син поново штрајкује глађу,https://www.rts.rs/vesti/politika/5828476/policija-odgurala-gradjane-koji-su-pokusali-da-sprece-uklanjanje-autobusa-jacimovicev-sin-ponovo-strajkuje-gladju.html,"понедељак, 17. нов 2025, 09:40 -> 23:04"
"Дијана Хрка прекинула штрајк глађу али остаје код Скупштине, екипа РТС-а ометана током извештавања",https://www.rts.rs/vesti/politika/5828470/dijana-hrka-prekida-strajk-gladju-skupstina.html,"понедељак, 17. нов 2025, 09:34 -> 20:47"
"Бајатовић: НИС мора да ради, никакве кризе са гасом неће бити – очекујем продужење постојећег споразума са Гаспромом",https://www.rts.rs/vesti/ekonomija/5828457/bajatovic-nis-mora-da-radi-nikakve-krize-sa-gasom-nece-biti--ocekujem-produzenje-postojeceg-sporazuma-sa-gaspromom.html,"понедељак, 17. нов 2025, 08:25 -> 15:57"
"Гогић за РТС: Нужно да постоје институције, али и воља да се прекине вакуум у дијалогу Београда и Приштине",https://www.rts.rs/vesti/politika/5828434/gogic-za-rts-nuzno-da-postoje-institucije-ali-i-volja-da-se-prekine-vakuum-u-dijalogu-beograda-i-pristine.html,"понедељак, 17. нов 2025, 08:00 -> 08:57"
Група Албанаца пуцала на припаднике Војске Србије код базе ,https://www.rts.rs/vesti/politika/5828341/grupa-albanaca-pucala-na-pripadnike-vojske-srbije-kod-baze-debela-glava.html,"недеља, 16. нов 2025, 20:51 -> 20:55"
"Миломир Јаћимовић наставио штрајк глађу, протест подршке у Крагујевцу",https://www.rts.rs/vesti/politika/5827994/milomir-jacimovic-nastavio-strajk-gladju-protest-podrske-u-kragujevcu.html,"недеља, 16. нов 2025, 11:55 -> 15:21"
"Дијана Хрка 15. дан штрајкује глађу, још једном примила инфузију",https://www.rts.rs/vesti/politika/5827986/dijana-hrka-15-dan-strajkuje-gladju-jos-jednom-primila-infuziju.html,"недеља, 16. нов 2025, 11:42 -> 20:25"
Вучић честитао Дан Копнене војске: Настављамо са вашим јачањем и унапређивањем,https://www.rts.rs/vesti/politika/5827962/dan-kopnena-vojska-cestitka-vucic.html,"недеља, 16. нов 2025, 08:59 -> 11:11"
"Вучић на седници Владе: До наредне недеље морамо да донесемо одлуку о НИС-у, желим да по сваку цену избегнемо конфискацију",https://www.rts.rs/vesti/politika/5827877/sankcije-sednica-vlade-srbije-javna-preduzeca-vucic-nis-konfiskacija.html,"недеља, 16. нов 2025, 05:50 -> 13:18"
Срце: На помолу озбиљна енергетска катастрофа; ССП: Власт чекала да Руси и Американци реше проблем,https://www.rts.rs/vesti/politika/5827858/srce-na-pomolu-ozbiljna-energetska-katastrofa-ssp-vlast-cekala-da-rusi-i-amerikanci-rese-problem.html,"субота, 15. нов 2025, 18:02 -> 18:50"
Потпредседница скупштине: Ако чланови РЕМ-а поднесу оставке неће се понављати процес,https://www.rts.rs/vesti/politika/5827805/potpredsednica-skupstine-ako-clanovi-rem-a-podnesu-ostavke-nece-se-ponavljati-proces.html,"субота, 15. нов 2025, 12:46 -> 13:47"
"Миломир Јаћимовић наставио штрајк глађу у Новом Саду, блокада главне аутобуске станице",https://www.rts.rs/vesti/politika/5827777/milomir-jacimovic-nastavio-strajk-gladju-u-novom-sadu-blokada-glavne-autobuske-stanice.html,"субота, 15. нов 2025, 11:48 -> 17:35"
"Дијана Хрка примила инфузију у болници, потом се вратила у шатор код Скупштине Србије",https://www.rts.rs/vesti/politika/5827776/dijana-hrka-primila-infuziju-u-bolnici-potom-se-vratila-u-sator-kod-skupstine-srbije.html,"субота, 15. нов 2025, 11:16 -> 21:39"
"Седница Владе у недељу, позвани сви директори јавних предузећа",https://www.rts.rs/vesti/politika/5827773/sednica-vlade-u-nedelju-pozvani-svi-direktori-javnih-preduzeca.html,"субота, 15. нов 2025, 10:58 -> 20:35"
Влада Србије донела одлуку о отварању Генералног конзулата у Мајамију,https://www.rts.rs/vesti/politika/5827665/vlada-majami-generalni-konzulat.html,"петак, 14. нов 2025, 22:18 -> 22:22"
Мрдић: Предложићу Скупштини да усвоји сет правосудних закона за враћање судства,https://www.rts.rs/vesti/politika/5827534/mrdic-predlozicu-skupstini-da-usvoji-set-pravosudnih-zakona-za-vracanje-sudstva.html,"петак, 14. нов 2025, 18:02 -> 12:24"
Вучић са Пауелом и о унапређењу сарадње са Уједињеним Краљевством и ситуацији у региону,https://www.rts.rs/vesti/politika/5827277/vucic-pauel-ujedinjeno-kraljevstvo.html,"петак, 14. нов 2025, 13:43 -> 14:06"
Четворо изабраних чланова Савета РЕМ-а подносе оставке,https://www.rts.rs/vesti/politika/5827228/savet-rem-a-ostavke.html,"петак, 14. нов 2025, 12:28 -> 13:04"
Миломир Јаћимовић наставља штрајк глађу у Новом Саду,https://www.rts.rs/vesti/politika/5827200/milomir-jacimovic-strajk-gladju.html,"петак, 14. нов 2025, 12:06 -> 16:21"
Одбор за културу и информисање објавио позив за избор члана РЕМ-а из редова националних мањина,https://www.rts.rs/vesti/politika/5827268/odbor-za-kulturu-i-informisanje-skupstina-srbije-savet-rem.html,"петак, 14. нов 2025, 10:20 -> 13:32"
КФОР о ,https://www.rts.rs/vesti/politika/5827074/kfor-o-gnjilanskim-dronovima-ne-komentarisemo-pitanja-u-vezi-sa-ekonomskom-proizvodnjom.html,"петак, 14. нов 2025, 10:10 -> 10:47"
"Линта за РТС:  Хрватска крши три кључна начела, треба нам српски Јад Вашем",https://www.rts.rs/vesti/politika/5827007/miodrag-linta-hrvatska.html,"петак, 14. нов 2025, 08:21 -> 09:56"
"Дијана Хрка после још једног одласка у болницу: Исцрпљена сам, али немам намеру да одустанем",https://www.rts.rs/vesti/politika/5827030/dijana-hrka-posle-jos-jednog-odlaska-u-bolnicu-iscrpljena-sam-ali-nemam-nameru-da-odustanem.html,"петак, 14. нов 2025, 07:50 -> 22:03"
Фон Бекерат: Уздржати се од претњи новинарима,https://www.rts.rs/vesti/politika/5826939/fon-bekerat-pretnje-uzdrzavanje.html,"четвртак, 13. нов 2025, 21:44 -> 21:53"
"Вучић са Макроном у Паризу: Причали смо о НИС-у, европском путу Србије, војној сарадњи и нуклеаркама",https://www.rts.rs/vesti/politika/5826906/vucic-sa-makronom-u-parizu-pricali-smo-o-nis-u-evropskom-putu-srbije-vojnoj-saradnji-i-nuklearkama.html,"четвртак, 13. нов 2025, 21:00 -> 06:06"
"Дијалог Београда и Приштине – далеко од договора, преговори у ћорсокаку",https://www.rts.rs/vesti/politika/5826870/dijalog-beograd-pristina-kosovo-metohija.html,"четвртак, 13. нов 2025, 20:00 -> 20:17"
"Миломир Јаћимовић четврти дан штрајкује глађу у Новом Саду, његов син одлучио да престане",https://www.rts.rs/vesti/politika/5826475/milomir-jacimovic-cetvrti-dan-strajkuje-gladju-u-novom-sadu-njegov-sin-odlucio-da-prestane.html,"четвртак, 13. нов 2025, 11:47 -> 19:43"
Данац Петер Дуе нови шеф УНМИК-а,https://www.rts.rs/vesti/politika/5826449/danac-peter-due-novi-sef-unmik-a.html,"четвртак, 13. нов 2025, 11:36 -> 12:16"
Пријатељство на тесту – куда иду српско-руски односи,https://www.rts.rs/vesti/politika/5826254/rusija-srbija-odnosi-sankcije-eu-gas-nafta-nis.html,"четвртак, 13. нов 2025, 10:55 -> 16:14"
Вучић вечерас са Макроном у Паризу – најављени разговори о заједничким пројектима,https://www.rts.rs/vesti/politika/5826267/vucic-veceras-sa-makronom-u-parizu--najavljeni-razgovori-o-zajednickim-projektima.html,"четвртак, 13. нов 2025, 09:25 -> 18:06"
Дијана Хрка наставила штрајк глађу под надзором лекара,https://www.rts.rs/vesti/politika/5826200/dijana-hrka-nastavila-strajk-gladju-pod-nadzorom-lekara.html,"четвртак, 13. нов 2025, 07:36 -> 20:51"
Дронови камиказе ,https://www.rts.rs/vesti/politika/5826087/kamikaze-dronovi-pristina.html,"четвртак, 13. нов 2025, 05:50 -> 10:28"
Вучић: Добра вест што је Дијана Хрка прихватила терапију,https://www.rts.rs/vesti/politika/5826092/vucic-dobra-vest-sto-je-dijana-hrka-prihvatila-terapiju.html,"среда, 12. нов 2025, 21:27 -> 22:14"
ВБА: Дијана Хрка неовлашћено снимала разговор са председником,https://www.rts.rs/vesti/politika/5826057/vba-dijana-hrka-neovlasceno-snimala-razgovor-sa-predsednikom.html,"среда, 12. нов 2025, 19:38 -> 20:40"
Фон Бекерат поздравио формирање Савета РЕМ-а и поручио: Кључна је примена,https://www.rts.rs/vesti/politika/5826036/andreas-fon-bekerat-savet-rem.html,"среда, 12. нов 2025, 18:37 -> 18:44"
Антонијевић потврдио да је кандидат СНС-а за повереника за заштиту равноправности,https://www.rts.rs/vesti/politika/5826025/antonijevic-poverenik-za-zastitu-ravnopravnosti.html,"среда, 12. нов 2025, 17:54 -> 21:42"
Вучић разговарао са Додиком о питањима од значаја за будућност српског народа,https://www.rts.rs/vesti/politika/5825996/vucic-dodik-razgovor.html,"среда, 12. нов 2025, 17:14 -> 18:40"
"Мацут: Србија веома близу уласка у ЕУ, проблем политичке препреке",https://www.rts.rs/vesti/politika/5825875/macut-srbija-veoma-blizu-ulaska-u-eu-problem-politicke-prepreke.html,"среда, 12. нов 2025, 14:21 -> 21:25"
На суђењу Слађану Трајковићу испитан још један сведок тужилаштва,https://www.rts.rs/vesti/politika/5825807/sudjenje-sladjan-trajkovic-ispitan-svedok-tuzilastvo.html,"среда, 12. нов 2025, 13:56 -> 14:06"
Изградити поверење у изборни процес – стручњаци сагласни да је примена Закона о бирачком списку важнија од усвајања ,https://www.rts.rs/vesti/politika/5825431/izgraditi-poverenje-u-izborni-proces--strucnjaci-saglasni-da-je-primena-zakona-o-birackom-spisku-vaznija-od-usvajanja-.html,"среда, 12. нов 2025, 08:31 -> 21:50"
"Дијана Хрка примила инфузију у приватној болници у Београду, наставља штрајк глађу под надзором лекара",https://www.rts.rs/vesti/politika/5825418/dijana-hrka-strajk-gladju-napustila-sator.html,"среда, 12. нов 2025, 08:00 -> 06:02"
Скупштина изабрала осам чланова Савета РЕМ-а,https://www.rts.rs/vesti/politika/5825256/skupstina-izabrala-osam-clanova-saveta-rem-a.html,"среда, 12. нов 2025, 06:00 -> 17:13"
Протестне шетње ,https://www.rts.rs/vesti/politika/5825227/protestne-setnje-preci-su-nam-uzor-u-novom-sadu-i-kragujevcu.html,"уторак, 11. нов 2025, 18:13 -> 18:29"
Вучић: Наставићу да се борим да Дијана Хрка прекине штрајк глађу; у четвртак изузетно важан састанак са Макроном,https://www.rts.rs/vesti/politika/5825206/aleksandar-vucic.html,"уторак, 11. нов 2025, 17:44 -> 21:26"
Бившем полицајцу Шаћиру Лутвији 10 година затвора због наводних ратних злочина на КиМ,https://www.rts.rs/vesti/politika/5825071/zatvor-lutvija-ratni-zlocin.html,"уторак, 11. нов 2025, 13:23 -> 17:52"
Аутопревозник Јаћимовић наставља штрајк глађу у Новом Саду,https://www.rts.rs/vesti/politika/5825001/strajk-gladju-milomir-jacimovic.html,"уторак, 11. нов 2025, 12:26 -> 18:03"
Протест студената у блокади код зграде Генералштаба,https://www.rts.rs/vesti/politika/5824959/protest-studenata-u-blokadi-kod-zgrade-generalstaba.html,"уторак, 11. нов 2025, 11:00 -> 18:40"
"Дијана Хрка десети дан штрајкује глађу, блокирана раскрсница Таковске и Булевара",https://www.rts.rs/vesti/politika/5824962/dijana-hrka-strajk-gladju.html,"уторак, 11. нов 2025, 10:54 -> 18:51"
"Нова политичка мапа после избора на КиМ – ударац за Куртија, следећи корак за Србе пун изазова",https://www.rts.rs/vesti/politika/5824746/izbori-na-kosovu-lokalni-analiza-ocekivanja-analiticari-gogic-maljici-.html,"понедељак, 10. нов 2025, 20:00 -> 20:16"
Алексић: Монструозно је пуштање музике Дијани Хрки; Јованов: На делу покушај злоупотребе нечије трагедије,https://www.rts.rs/vesti/politika/5824726/aleksic-monstruozno-je-pustanje-muzike-dijani-hrki-jovanov-na-delu-pokusaj-zloupotrebe-necije-tragedije.html,"понедељак, 10. нов 2025, 19:30 -> 19:46"
Суђење петорици Срба из Косовског Поморавља настављено уводним речима ,https://www.rts.rs/vesti/politika/5824738/kim-sudjenje-ratni-zlocini-.html,"понедељак, 10. нов 2025, 18:24 -> 19:12"
Брнабић са Зеленским у Кијеву: Украјина чврсто поштује територијални интегритет Србије,https://www.rts.rs/vesti/politika/5824735/brnabic-sa-zelenskim-u-kijevu-ukrajina-cvrsto-postuje-teritorijalni-integritet-srbije.html,"понедељак, 10. нов 2025, 17:59 -> 20:16"
"Лончар: Мрдић почео да прима терапију, довезен у последњи час",https://www.rts.rs/vesti/politika/5824503/loncar-mrdic-strajk-gladju.html,"понедељак, 10. нов 2025, 14:13 -> 14:58"
"Посланик Угљеша Мрдић који штрајкује глађу од 31. октобра, превезен у Ургентни центар",https://www.rts.rs/vesti/politika/5824380/poslanik-ugljesa-mrdic-koji-strajkuje-gladju-od-31-oktobra-prevezen-u-urgentni-centar.html,"понедељак, 10. нов 2025, 13:14 -> 13:50"
"Дијана Хрка: Чула сам се са председником, фокус да буде на топовском удару који је испаљен ка мом шатору",https://www.rts.rs/vesti/politika/5824328/dijana-hrka-vucic-aleksandar-razgovor-telefon-skupstina-strajk-glad.html,"понедељак, 10. нов 2025, 12:45 -> 14:18"
Министарство културе осудило иницијативу за забрану изложбе ,https://www.rts.rs/vesti/politika/5824226/ministarstvo-kultura-hrvatska-vukovar.html,"понедељак, 10. нов 2025, 11:56 -> 12:17"
Дијана Хрка наставила штрајк глађу код Скупштине,https://www.rts.rs/vesti/politika/5823821/dijana-hrka-strajk-gladju-pad-nadstresnice.html,"понедељак, 10. нов 2025, 11:05 -> 13:38"
Аутопревозник Јаћимовић почео штрајк глађу у Новом Саду,https://www.rts.rs/vesti/politika/5824028/strajk-glad-jacimovic.html,"понедељак, 10. нов 2025, 10:51 -> 20:42"
"Вучић разговарао телефоном са Дијаном Хрком и Угљешом Мрдићем: Забринут сам за њихово здравље, молим их да прекину штрајк глађу",https://www.rts.rs/vesti/politika/5823992/vucic-razgovarao-telefonom-sa-dijanom-hrkom-i-ugljesom-mrdicem-zabrinut-sam-za-njihovo-zdravlje-molim-ih-da-prekinu-strajk-gladju.html,"понедељак, 10. нов 2025, 10:38 -> 13:02"
Брнабић: Србија и Украјина могу да унапреде сарадњу; Стефанчук: Захвални смо на подршци ка путу у ЕУ,https://www.rts.rs/vesti/politika/5823861/ana-brnabic-poseta-ukrajina.html,"понедељак, 10. нов 2025, 09:31 -> 14:47"
Угљеша Мрдић испред Скупштине наставио штрајк глађу,https://www.rts.rs/vesti/politika/5823826/ugljesa-mrdic-strajk-gladju.html,"понедељак, 10. нов 2025, 08:15 -> 09:23"
"Посланици расправљали о листи кандидата за Савет РЕМ-а, наставак седнице у среду ",https://www.rts.rs/vesti/politika/5823733/poslanici-raspravljali-o-listi-kandidata-za-savet-rem-a-nastavak-sednice-u-sredu-.html,"понедељак, 10. нов 2025, 05:50 -> 20:29"
"Убедљива победа Српске листе у Клокоту, добила 90,03 одсто гласова",https://www.rts.rs/vesti/politika/5823752/ubedljiva-pobeda-srpske-liste-u-klokotu-dobila-9003-odsto-glasova.html,"недеља, 09. нов 2025, 19:53 -> 20:16"
Скуп подршке аутопревознику Јаћимовићу у Новом Саду,https://www.rts.rs/vesti/politika/5823668/novi-sad-protest-jacimovic.html,"недеља, 09. нов 2025, 15:21 -> 16:16"
Дијана Хрка наставља штрајк глађу – блокирана раскрсница Таковске и Булевара краља Александра,https://www.rts.rs/vesti/politika/5823606/dijana-hrka-nastavlja-strajk-gladju--blokirana-raskrsnica-takovske-i-bulevara-kralja-aleksandra.html,"недеља, 09. нов 2025, 09:44 -> 21:56"
"Угљеша Мрдић штрајкује глађу, хитна му указала помоћ",https://www.rts.rs/vesti/politika/5823611/ugljesa-mrdic-deveti-dan-strajk-gladju-narodna-skupstina.html,"недеља, 09. нов 2025, 09:43 -> 14:15"
"Одаловић: Поступамо по свим захтевима у потрази за несталима, Курти ће чинити све да отежа рад институција",https://www.rts.rs/vesti/politika/5823586/veljko-odalovic-nestali-kim-izbori-hrvatska.html,"недеља, 09. нов 2025, 07:28 -> 11:49"
"Други круг локалних избора на Косову и Метохији, затворена бирачка места",https://www.rts.rs/vesti/politika/5823498/drugi-krug-lokalnih-izbora-na-kosovu-i-metohiji-zatvorena-biracka-mesta.html,"недеља, 09. нов 2025, 05:45 -> 19:16"
"Вучић за РТС: Наредна седмица кључна за проналажење решења за НИС, очекујем да у понедељак или уторак затражимо изузеће од америчких санкција",https://www.rts.rs/vesti/politika/5823500/vucic-za-rts-naredna-sedmica-kljucna-za-pronalazenje-resenja-za-nis-ocekujem-da-u-ponedeljak-ili-utorak-zatrazimo-izuzece-od-americkih-sankcija.html,"субота, 08. нов 2025, 19:35 -> 21:09"
Мацут са проректорима и деканима о реализацији наставе и повраћају новца студентима,https://www.rts.rs/vesti/politika/5823425/djuro-macut-prorektori-dekani-nastava.html,"субота, 08. нов 2025, 14:56 -> 15:33"
"Јоксимовић: ЕУ воли штребере, Црна Гора и Албанија фаворити; Зечевић: Србији шанса уз санкције Русији",https://www.rts.rs/vesti/politika/5823304/srbija-evropa-unija-clanstvo-kandidat.html,"субота, 08. нов 2025, 09:00 -> 09:15"
